Division_Subdivision,Sport,Title/Position,Gender_Race/Ethnicity,2012,2013,2014,2015,2016,2017,2018,2019
Division I_FCS,Men's Fencing,Student-Athlete,Male-Black,8,6,6,3,5,6,7,5
Division I_FCS,Men's Fencing,Student-Athlete,Male-Other,42,53,67,64,65,52,60,76
Division I_FCS,Men's Fencing,Student-Athlete,Male-White,94,90,75,68,66,59,66,68
Division I_FCS,Men's Golf,Assistant Coach,Female-Black,1,2,1,0,0,0,0,0
Division I_FCS,Men's Golf,Assistant Coach,Female-Other,0,1,0,2,1,1,1,1
Division I_FCS,Men's Golf,Assistant Coach,Female-White,5,5,6,6,4,5,6,6
Division I_FCS,Men's Golf,Assistant Coach,Male-Black,6,3,3,3,4,2,2,2
Division I_FCS,Men's Golf,Assistant Coach,Male-Other,4,2,3,1,2,2,1,1
Division I_FCS,Men's Golf,Assistant Coach,Male-White,47,49,54,54,57,55,53,59
Division I_FCS,Men's Golf,Head Coach,Female-Black,0,1,1,1,0,0,0,0
Division I_FCS,Men's Golf,Head Coach,Female-White,0,0,1,0,0,1,1,2
Division I_FCS,Men's Golf,Head Coach,Male-Black,12,11,11,11,11,10,8,8
Division I_FCS,Men's Golf,Head Coach,Male-Other,1,0,0,0,0,0,0,1
Division I_FCS,Men's Golf,Head Coach,Male-White,83,89,89,89,88,86,90,86
Division I_FCS,Men's Golf,Student-Athlete,Male-Black,52,56,64,58,58,48,44,43
Division I_FCS,Men's Golf,Student-Athlete,Male-Other,175,183,197,212,226,242,234,236
Division I_FCS,Men's Golf,Student-Athlete,Male-White,729,734,707,706,665,645,678,660
Division I_FCS,Men's Gymnastics,Assistant Coach,Male-White,1,1,1,1,1,3,3,2
Division I_FCS,Men's Gymnastics,Head Coach,Male-White,1,1,1,1,1,1,1,1
Division I_FCS,Men's Gymnastics,Student-Athlete,Male-Black,0,0,0,0,0,0,0,1
Division I_FCS,Men's Gymnastics,Student-Athlete,Male-Other,3,2,3,3,3,2,3,1
Division I_FCS,Men's Gymnastics,Student-Athlete,Male-White,11,13,14,16,16,17,16,17
Division I_FCS,Men's Ice Hockey,Assistant Coach,Male-Other,5,1,4,2,7,5,3,2
Division I_FCS,Men's Ice Hockey,Assistant Coach,Male-White,25,28,26,29,27,29,29,29
Division I_FCS,Men's Ice Hockey,Head Coach,Male-Other,1,1,1,1,2,1,1,0
Division I_FCS,Men's Ice Hockey,Head Coach,Male-White,12,13,12,12,11,12,12,13
Division I_FCS,Men's Ice Hockey,Student-Athlete,Male-Black,2,0,0,1,1,2,2,2
Division I_FCS,Men's Ice Hockey,Student-Athlete,Male-Other,114,122,126,141,131,122,124,133
Division I_FCS,Men's Ice Hockey,Student-Athlete,Male-White,241,261,227,223,227,240,239,232
Division I_FCS,Men's Lacrosse,Assistant Coach,Male-Black,2,1,2,1,2,2,1,0
Division I_FCS,Men's Lacrosse,Assistant Coach,Male-Other,4,2,2,4,4,6,5,4
Division I_FCS,Men's Lacrosse,Assistant Coach,Male-White,51,57,65,69,67,69,74,72
Division I_FCS,Men's Lacrosse,Head Coach,Male-Black,0,0,0,0,1,1,1,1
Division I_FCS,Men's Lacrosse,Head Coach,Male-White,26,26,31,29,29,29,29,30
Division I_FCS,Men's Lacrosse,Student-Athlete,Male-Black,20,19,19,44,49,63,58,62
Division I_FCS,Men's Lacrosse,Student-Athlete,Male-Other,114,129,192,180,190,202,236,232
Division I_FCS,Men's Lacrosse,Student-Athlete,Male-White,976,973,1050,1054,1077,1106,1095,1112
Division I_FCS,Men's Rifle,Assistant Coach,Female-Other,0,0,0,0,0,0,0,1
Division I_FCS,Men's Rifle,Assistant Coach,Female-White,0,0,0,2,0,2,0,1
Division I_FCS,Men's Rifle,Assistant Coach,Male-Black,0,0,0,0,0,0,1,1
Division I_FCS,Men's Rifle,Assistant Coach,Male-Other,0,1,0,0,0,0,0,0
Division I_FCS,Men's Rifle,Assistant Coach,Male-White,3,1,2,1,1,1,2,1
Division I_FCS,Men's Rifle,Head Coach,Female-White,0,0,0,0,0,0,1,1
Division I_FCS,Men's Rifle,Head Coach,Male-White,7,7,8,7,7,7,6,6
Division I_FCS,Men's Rifle,Student-Athlete,Female-Black,0,2,0,0,0,0,1,3
Division I_FCS,Men's Rifle,Student-Athlete,Female-Other,1,2,2,0,2,2,1,2
Division I_FCS,Men's Rifle,Student-Athlete,Female-White,10,15,24,17,16,16,20,30
Division I_FCS,Men's Rifle,Student-Athlete,Male-Black,3,1,2,3,1,1,4,1
Division I_FCS,Men's Rifle,Student-Athlete,Male-Other,4,6,6,7,6,2,8,1
Division I_FCS,Men's Rifle,Student-Athlete,Male-White,44,43,44,51,50,45,42,36
Division I_FCS,Men's Skiing,Assistant Coach,Female-Other,0,0,0,0,1,0,0,0
Division I_FCS,Men's Skiing,Assistant Coach,Female-White,1,3,3,3,3,4,1,0
Division I_FCS,Men's Skiing,Assistant Coach,Male-White,6,2,4,2,4,4,2,6
Division I_FCS,Men's Skiing,Head Coach,Female-White,1,0,1,0,0,0,0,0
Division I_FCS,Men's Skiing,Head Coach,Male-Other,0,0,2,0,0,0,0,0
Division I_FCS,Men's Skiing,Head Coach,Male-White,5,7,5,6,7,8,8,8
Division I_FCS,Men's Skiing,Student-Athlete,Female-Other,0,0,0,0,21,0,0,0
Division I_FCS,Men's Skiing,Student-Athlete,Male-Black,1,0,0,0,0,0,0,0
Division I_FCS,Men's Skiing,Student-Athlete,Male-Other,18,16,17,21,22,18,19,20
Division I_FCS,Men's Skiing,Student-Athlete,Male-White,65,58,58,53,28,48,51,48
Division I_FCS,Men's Soccer,Assistant Coach,Female-Black,0,0,0,0,0,0,0,1
Division I_FCS,Men's Soccer,Assistant Coach,Female-Other,0,0,1,0,1,0,0,0
Division I_FCS,Men's Soccer,Assistant Coach,Female-White,2,6,0,0,3,2,1,1
Division I_FCS,Men's Soccer,Assistant Coach,Male-Black,8,7,7,8,8,7,12,8
Division I_FCS,Men's Soccer,Assistant Coach,Male-Other,21,19,24,21,22,22,23,23
Division I_FCS,Men's Soccer,Assistant Coach,Male-White,89,98,100,104,97,104,103,100
Division I_FCS,Men's Soccer,Head Coach,Male-Black,4,3,3,2,4,2,5,4
Division I_FCS,Men's Soccer,Head Coach,Male-Other,7,6,6,10,7,8,6,5
Division I_FCS,Men's Soccer,Head Coach,Male-White,49,54,53,52,49,50,51,51
Division I_FCS,Men's Soccer,Student-Athlete,Male-Black,181,174,150,163,162,171,171,161
Division I_FCS,Men's Soccer,Student-Athlete,Male-Other,398,477,526,566,565,593,653,666
Division I_FCS,Men's Soccer,Student-Athlete,Male-White,1077,1076,1067,1014,1009,963,949,905
Division I_FCS,Men's Swimming,Assistant Coach,Female-Black,0,0,1,1,0,1,1,0
Division I_FCS,Men's Swimming,Assistant Coach,Female-Other,3,1,1,2,4,6,3,1
Division I_FCS,Men's Swimming,Assistant Coach,Female-White,19,21,25,24,25,28,26,29
Division I_FCS,Men's Swimming,Assistant Coach,Male-Black,2,3,3,3,2,3,2,4
Division I_FCS,Men's Swimming,Assistant Coach,Male-Other,8,10,8,6,6,5,8,7
Division I_FCS,Men's Swimming,Assistant Coach,Male-White,42,48,49,45,40,44,48,50
Division I_FCS,Men's Swimming,Head Coach,Female-White,3,4,4,4,4,3,4,4
Division I_FCS,Men's Swimming,Head Coach,Male-Black,0,0,0,1,1,1,1,1
Division I_FCS,Men's Swimming,Head Coach,Male-Other,2,2,2,3,3,2,2,2
Division I_FCS,Men's Swimming,Head Coach,Male-White,32,33,33,30,31,33,33,32
Division I_FCS,Men's Swimming,Student-Athlete,Male-Black,12,16,17,27,22,29,31,27
Division I_FCS,Men's Swimming,Student-Athlete,Male-Other,156,186,201,206,195,212,225,241
Division I_FCS,Men's Swimming,Student-Athlete,Male-White,754,802,727,735,731,687,688,678
Division I_FCS,Men's Tennis,Assistant Coach,Female-Black,2,5,3,1,0,2,0,2
Division I_FCS,Men's Tennis,Assistant Coach,Female-Other,4,3,3,5,4,3,3,3
Division I_FCS,Men's Tennis,Assistant Coach,Female-White,8,7,7,6,8,8,7,4
Division I_FCS,Men's Tennis,Assistant Coach,Male-Black,8,6,6,6,7,10,11,11
Division I_FCS,Men's Tennis,Assistant Coach,Male-Other,11,17,22,13,26,22,28,21
Division I_FCS,Men's Tennis,Assistant Coach,Male-White,47,44,48,50,36,42,39,42
Division I_FCS,Men's Tennis,Head Coach,Female-Black,0,1,0,0,2,1,1,1
Division I_FCS,Men's Tennis,Head Coach,Female-Other,0,0,1,0,1,1,1,1
Division I_FCS,Men's Tennis,Head Coach,Female-White,3,4,1,0,1,3,2,2
Division I_FCS,Men's Tennis,Head Coach,Male-Black,12,7,11,10,9,10,10,10
Division I_FCS,Men's Tennis,Head Coach,Male-Other,13,15,11,11,14,12,12,11
Division I_FCS,Men's Tennis,Head Coach,Male-White,65,68,73,73,68,63,66,63
Division I_FCS,Men's Tennis,Student-Athlete,Female-Other,2,0,0,0,0,0,0,0
Division I_FCS,Men's Tennis,Student-Athlete,Male-Black,64,51,44,66,52,64,58,48
Division I_FCS,Men's Tennis,Student-Athlete,Male-Other,422,422,463,476,469,469,508,497
Division I_FCS,Men's Tennis,Student-Athlete,Male-White,445,456,431,418,401,353,336,316
Division I_FCS,"Men's Track, Indoor",Assistant Coach,Female-Black,20,19,31,27,27,29,23,34
Division I_FCS,"Men's Track, Indoor",Assistant Coach,Female-Other,6,8,7,3,1,6,2,2
Division I_FCS,"Men's Track, Indoor",Assistant Coach,Female-White,47,59,56,55,59,50,48,52
Division I_FCS,"Men's Track, Indoor",Assistant Coach,Male-Black,66,70,67,63,68,72,83,83
Division I_FCS,"Men's Track, Indoor",Assistant Coach,Male-Other,15,15,18,20,19,24,22,19
Division I_FCS,"Men's Track, Indoor",Assistant Coach,Male-White,170,186,187,175,190,185,193,184
Division I_FCS,"Men's Track, Indoor",Head Coach,Female-Black,7,5,5,4,3,4,5,9
Division I_FCS,"Men's Track, Indoor",Head Coach,Female-Other,0,0,0,0,0,0,2,0
Division I_FCS,"Men's Track, Indoor",Head Coach,Female-White,3,5,5,4,6,9,9,9
Division I_FCS,"Men's Track, Indoor",Head Coach,Male-Black,27,25,24,24,25,23,20,21
Division I_FCS,"Men's Track, Indoor",Head Coach,Male-Other,1,0,0,2,2,1,2,1
Division I_FCS,"Men's Track, Indoor",Head Coach,Male-White,65,71,67,67,67,66,66,67
Division I_FCS,"Men's Track, Indoor",Student-Athlete,Female-White,0,1,0,0,0,0,0,0
Division I_FCS,"Men's Track, Indoor",Student-Athlete,Male-Black,1080,1201,1201,1232,1205,1251,1182,1205
Division I_FCS,"Men's Track, Indoor",Student-Athlete,Male-Other,478,489,571,638,638,688,699,752
Division I_FCS,"Men's Track, Indoor",Student-Athlete,Male-White,2153,2209,2146,2069,2080,2013,2016,2062
Division I_FCS,"Men's Track, Outdoor",Assistant Coach,Female-Black,24,23,30,30,28,29,29,35
Division I_FCS,"Men's Track, Outdoor",Assistant Coach,Female-Other,6,9,6,3,1,5,2,2
Division I_FCS,"Men's Track, Outdoor",Assistant Coach,Female-White,52,63,58,63,65,61,48,61
Division I_FCS,"Men's Track, Outdoor",Assistant Coach,Male-Black,68,72,73,63,72,79,89,85
Division I_FCS,"Men's Track, Outdoor",Assistant Coach,Male-Other,17,18,20,24,21,28,26,22
Division I_FCS,"Men's Track, Outdoor",Assistant Coach,Male-White,177,193,193,184,202,192,201,197
Division I_FCS,"Men's Track, Outdoor",Head Coach,Female-Black,7,5,4,3,3,4,5,8
Division I_FCS,"Men's Track, Outdoor",Head Coach,Female-Other,0,0,0,0,0,0,2,0
Division I_FCS,"Men's Track, Outdoor",Head Coach,Female-White,3,4,6,5,6,9,10,9
Division I_FCS,"Men's Track, Outdoor",Head Coach,Male-Black,29,27,25,26,27,24,21,24
Division I_FCS,"Men's Track, Outdoor",Head Coach,Male-Other,1,0,1,2,2,1,2,1
Division I_FCS,"Men's Track, Outdoor",Head Coach,Male-White,69,76,70,70,71,69,69,69
Division I_FCS,"Men's Track, Outdoor",Student-Athlete,Female-Other,0,0,0,0,0,0,0,1
Division I_FCS,"Men's Track, Outdoor",Student-Athlete,Male-Black,1169,1250,1223,1261,1302,1290,1232,1223
Division I_FCS,"Men's Track, Outdoor",Student-Athlete,Male-Other,507,509,644,692,700,735,764,766
Division I_FCS,"Men's Track, Outdoor",Student-Athlete,Male-White,2324,2311,2271,2173,2170,2099,2126,2166
Division I_FCS,Men's Volleyball,Assistant Coach,Female-Other,1,0,0,0,0,0,0,0
Division I_FCS,Men's Volleyball,Assistant Coach,Female-White,1,1,0,0,0,0,0,0
Division I_FCS,Men's Volleyball,Assistant Coach,Male-Other,1,3,1,0,0,1,2,3
Division I_FCS,Men's Volleyball,Assistant Coach,Male-White,4,3,4,5,7,7,5,4
Division I_FCS,Men's Volleyball,Head Coach,Male-Other,0,1,1,1,1,1,1,0
Division I_FCS,Men's Volleyball,Head Coach,Male-White,4,3,3,3,3,3,3,4
Division I_FCS,Men's Volleyball,Student-Athlete,Male-Black,2,2,2,3,2,2,3,2
Division I_FCS,Men's Volleyball,Student-Athlete,Male-Other,11,13,26,25,19,23,20,29
Division I_FCS,Men's Volleyball,Student-Athlete,Male-White,56,54,49,44,45,50,49,43
Division I_FCS,Men's Water Polo,Assistant Coach,Female-Other,0,0,0,0,0,0,2,2
Division I_FCS,Men's Water Polo,Assistant Coach,Female-White,1,2,1,1,1,2,2,4
Division I_FCS,Men's Water Polo,Assistant Coach,Male-Other,2,1,1,2,2,2,1,3
Division I_FCS,Men's Water Polo,Assistant Coach,Male-White,3,3,5,6,5,6,3,4
Division I_FCS,Men's Water Polo,Head Coach,Male-Black,0,1,1,1,2,2,2,2
Division I_FCS,Men's Water Polo,Head Coach,Male-Other,1,2,2,0,1,1,0,0
Division I_FCS,Men's Water Polo,Head Coach,Male-White,5,3,3,5,3,4,5,5
Division I_FCS,Men's Water Polo,Student-Athlete,Male-Black,1,1,0,0,1,2,2,1
Division I_FCS,Men's Water Polo,Student-Athlete,Male-Other,20,31,42,40,45,44,54,56
Division I_FCS,Men's Water Polo,Student-Athlete,Male-White,94,84,76,78,74,87,91,89
Division I_FCS,Men's Wrestling,Assistant Coach,Female-White,0,1,0,0,0,2,0,0
Division I_FCS,Men's Wrestling,Assistant Coach,Male-Black,3,3,3,6,5,3,5,6
Division I_FCS,Men's Wrestling,Assistant Coach,Male-Other,3,4,5,4,5,3,4,4
Division I_FCS,Men's Wrestling,Assistant Coach,Male-White,44,40,44,39,34,37,35,38
Division I_FCS,Men's Wrestling,Head Coach,Male-Black,0,0,1,0,0,0,0,0
Division I_FCS,Men's Wrestling,Head Coach,Male-Other,0,0,0,1,0,0,0,0
Division I_FCS,Men's Wrestling,Head Coach,Male-White,22,22,22,21,20,20,20,20
Division I_FCS,Men's Wrestling,Student-Athlete,Female-White,2,0,0,0,0,0,0,0
Division I_FCS,Men's Wrestling,Student-Athlete,Male-Black,32,39,45,47,36,30,25,23
Division I_FCS,Men's Wrestling,Student-Athlete,Male-Other,84,96,129,141,155,155,153,132
Division I_FCS,Men's Wrestling,Student-Athlete,Male-White,505,536,489,495,454,454,465,500
Division I_FCS,Women's Basketball,Assistant Coach,Female-Black,95,95,102,100,108,103,108,114
Division I_FCS,Women's Basketball,Assistant Coach,Female-Other,9,15,14,13,12,14,22,21
Division I_FCS,Women's Basketball,Assistant Coach,Female-White,139,135,122,115,110,104,104,107
Division I_FCS,Women's Basketball,Assistant Coach,Male-Black,48,48,50,54,52,59,55,62
Division I_FCS,Women's Basketball,Assistant Coach,Male-Other,4,4,8,5,7,8,6,4
Division I_FCS,Women's Basketball,Assistant Coach,Male-White,67,76,74,78,69,77,70,70
Division I_FCS,Women's Basketball,Head Coach,Female-Black,20,21,23,24,28,27,25,26
Division I_FCS,Women's Basketball,Head Coach,Female-Other,1,1,2,2,1,2,2,1
Division I_FCS,Women's Basketball,Head Coach,Female-White,55,56,53,50,46,46,50,53
Division I_FCS,Women's Basketball,Head Coach,Male-Black,12,12,11,11,13,11,11,13
Division I_FCS,Women's Basketball,Head Coach,Male-Other,0,0,0,0,1,0,0,0
Division I_FCS,Women's Basketball,Head Coach,Male-White,33,36,36,37,36,37,35,31
Division I_FCS,Women's Basketball,Student-Athlete,Female-Black,910,918,867,909,882,811,817,804
Division I_FCS,Women's Basketball,Student-Athlete,Female-Other,205,222,242,269,259,295,307,334
Division I_FCS,Women's Basketball,Student-Athlete,Female-White,662,701,681,634,642,667,666,676
Division I_FCS,Women's Basketball,Student-Athlete,Male-Black,0,1,0,0,1,0,0,6
Division I_FCS,Women's Basketball,Student-Athlete,Male-Other,3,3,6,0,0,0,0,3
Division I_FCS,Women's Basketball,Student-Athlete,Male-White,2,8,6,0,0,5,0,7
Division I_FCS,Women's Bowling,Assistant Coach,Female-Black,1,0,1,2,4,4,2,2
Division I_FCS,Women's Bowling,Assistant Coach,Female-Other,1,0,0,0,0,0,1,2
Division I_FCS,Women's Bowling,Assistant Coach,Female-White,3,3,2,2,2,4,3,3
Division I_FCS,Women's Bowling,Assistant Coach,Male-Black,5,7,4,6,4,3,2,2
Division I_FCS,Women's Bowling,Assistant Coach,Male-Other,0,0,0,0,0,0,1,0
Division I_FCS,Women's Bowling,Assistant Coach,Male-White,2,2,3,4,6,3,3,2
Division I_FCS,Women's Bowling,Head Coach,Female-Black,7,5,4,4,3,4,4,4
Division I_FCS,Women's Bowling,Head Coach,Female-Other,0,0,0,0,0,0,1,0
Division I_FCS,Women's Bowling,Head Coach,Female-White,4,5,6,6,5,7,7,6
Division I_FCS,Women's Bowling,Head Coach,Male-Black,9,8,10,9,11,10,9,9
Division I_FCS,Women's Bowling,Head Coach,Male-White,4,4,3,3,3,2,2,4
Division I_FCS,Women's Bowling,Student-Athlete,Female-Black,97,77,74,69,66,67,63,81
Division I_FCS,Women's Bowling,Student-Athlete,Female-Other,21,16,20,24,27,22,26,31
Division I_FCS,Women's Bowling,Student-Athlete,Female-White,84,87,90,90,87,106,108,105
Division I_FCS,Women's Cross Country,Assistant Coach,Female-Black,12,17,18,13,24,16,15,13
Division I_FCS,Women's Cross Country,Assistant Coach,Female-Other,3,1,2,2,1,3,5,1
Division I_FCS,Women's Cross Country,Assistant Coach,Female-White,29,34,38,44,39,40,39,43
Division I_FCS,Women's Cross Country,Assistant Coach,Male-Black,31,35,31,28,27,23,34,27
Division I_FCS,Women's Cross Country,Assistant Coach,Male-Other,7,8,11,12,10,13,12,12
Division I_FCS,Women's Cross Country,Assistant Coach,Male-White,81,76,87,94,99,90,84,81
Division I_FCS,Women's Cross Country,Head Coach,Female-Black,13,14,15,14,12,10,10,11
Division I_FCS,Women's Cross Country,Head Coach,Female-Other,0,0,0,0,0,1,1,0
Division I_FCS,Women's Cross Country,Head Coach,Female-White,13,20,19,16,14,16,19,16
Division I_FCS,Women's Cross Country,Head Coach,Male-Black,19,17,18,19,21,20,19,21
Division I_FCS,Women's Cross Country,Head Coach,Male-Other,4,3,4,4,3,2,3,1
Division I_FCS,Women's Cross Country,Head Coach,Male-White,75,72,71,73,79,76,77,79
Division I_FCS,Women's Cross Country,Student-Athlete,Female-Black,292,327,330,343,325,315,262,245
Division I_FCS,Women's Cross Country,Student-Athlete,Female-Other,230,274,308,313,327,348,378,372
Division I_FCS,Women's Cross Country,Student-Athlete,Female-White,1458,1490,1532,1480,1438,1470,1441,1405
Division I_FCS,Women's Cross Country,Student-Athlete,Male-Other,0,0,0,0,0,0,1,0
Division I_FCS,Women's Rowing,Assistant Coach,Female-Black,0,0,1,0,2,0,0,0
Division I_FCS,Women's Rowing,Assistant Coach,Female-Other,0,1,2,2,4,1,2,2
Division I_FCS,Women's Rowing,Assistant Coach,Female-White,45,45,36,38,42,48,46,41
Division I_FCS,Women's Rowing,Assistant Coach,Male-Black,1,0,0,1,0,0,0,0
Division I_FCS,Women's Rowing,Assistant Coach,Male-Other,1,1,1,0,1,2,2,2
Division I_FCS,Women's Rowing,Assistant Coach,Male-White,12,14,16,12,16,16,19,20
Division I_FCS,Women's Rowing,Head Coach,Female-Other,1,0,0,0,0,0,0,0
Division I_FCS,Women's Rowing,Head Coach,Female-White,10,9,9,10,10,11,13,13
Division I_FCS,Women's Rowing,Head Coach,Male-Other,0,1,0,0,1,1,1,1
Division I_FCS,Women's Rowing,Head Coach,Male-White,20,20,20,20,18,18,15,15
Division I_FCS,Women's Rowing,Student-Athlete,Female-Black,30,45,45,47,23,28,31,40
Division I_FCS,Women's Rowing,Student-Athlete,Female-Other,227,287,341,407,347,341,351,434
Division I_FCS,Women's Rowing,Student-Athlete,Female-White,1221,1253,1119,1065,1053,1072,1031,1001
Division I_FCS,Women's Equestrian,Assistant Coach,Female-Black,0,1,0,1,1,0,0,0
Division I_FCS,Women's Equestrian,Assistant Coach,Female-Other,0,1,1,0,1,1,2,3
Division I_FCS,Women's Equestrian,Assistant Coach,Female-White,6,5,5,4,4,5,4,7
Division I_FCS,Women's Equestrian,Assistant Coach,Male-Other,0,0,0,0,0,1,1,1
Division I_FCS,Women's Equestrian,Assistant Coach,Male-White,1,1,1,1,1,0,1,0
Division I_FCS,Women's Equestrian,Head Coach,Female-White,6,6,5,8,7,8,7,8
Division I_FCS,Women's Equestrian,Head Coach,Male-White,1,1,2,0,0,0,1,1
Division I_FCS,Women's Equestrian,Student-Athlete,Female-Black,8,9,8,4,5,5,2,3
Division I_FCS,Women's Equestrian,Student-Athlete,Female-Other,29,40,38,60,42,42,38,42
Division I_FCS,Women's Equestrian,Student-Athlete,Female-White,154,151,159,185,143,150,167,182
Division I_FCS,Women's Equestrian,Student-Athlete,Male-Black,0,1,1,0,0,0,0,0
Division I_FCS,Women's Equestrian,Student-Athlete,Male-Other,0,1,1,1,0,0,1,0
Division I_FCS,Women's Equestrian,Student-Athlete,Male-White,1,0,0,0,0,0,0,0
Division I_FCS,Women's Fencing,Assistant Coach,Female-Black,0,0,0,0,0,0,1,0
Division I_FCS,Women's Fencing,Assistant Coach,Female-Other,0,0,1,1,1,0,1,0
Division I_FCS,Women's Fencing,Assistant Coach,Female-White,3,3,2,2,3,5,5,4
Division I_FCS,Women's Fencing,Assistant Coach,Male-Black,0,0,0,0,1,1,0,1
Division I_FCS,Women's Fencing,Assistant Coach,Male-Other,3,4,4,5,3,7,5,5
Division I_FCS,Women's Fencing,Assistant Coach,Male-White,5,5,5,4,7,6,8,9
Division I_FCS,Women's Fencing,Head Coach,Female-Other,1,1,1,1,0,1,1,0
Division I_FCS,Women's Fencing,Head Coach,Female-White,0,0,0,0,1,1,1,1
Division I_FCS,Women's Fencing,Head Coach,Male-Other,2,2,2,1,1,1,2,1
Division I_FCS,Women's Fencing,Head Coach,Male-White,5,5,5,6,6,6,7,8
Division I_FCS,Women's Fencing,Student-Athlete,Female-Black,8,7,5,5,8,7,9,4
Division I_FCS,Women's Fencing,Student-Athlete,Female-Other,50,55,71,69,67,63,80,84
Division I_FCS,Women's Fencing,Student-Athlete,Female-White,84,80,68,63,54,61,57,62
Division I_FCS,Women's Field Hockey,Assistant Coach,Female-Black,0,0,0,0,0,1,1,2
Division I_FCS,Women's Field Hockey,Assistant Coach,Female-Other,3,2,5,5,6,6,4,9
Division I_FCS,Women's Field Hockey,Assistant Coach,Female-White,50,48,42,44,41,40,47,39
Division I_FCS,Women's Field Hockey,Assistant Coach,Male-Other,1,5,7,6,5,3,4,4
Division I_FCS,Women's Field Hockey,Assistant Coach,Male-White,7,6,5,7,6,7,6,4
Division I_FCS,Women's Field Hockey,Head Coach,Female-Black,3,2,1,1,1,0,0,0
Division I_FCS,Women's Field Hockey,Head Coach,Female-Other,5,6,7,4,4,4,2,2
Division I_FCS,Women's Field Hockey,Head Coach,Female-White,21,23,22,23,22,22,23,22
Division I_FCS,Women's Field Hockey,Head Coach,Male-Other,1,1,2,0,1,1,1,1
Division I_FCS,Women's Field Hockey,Head Coach,Male-White,4,4,4,5,3,4,5,6
Division I_FCS,Women's Field Hockey,Student-Athlete,Female-Black,12,13,9,8,6,7,6,10
Division I_FCS,Women's Field Hockey,Student-Athlete,Female-Other,115,141,154,150,149,144,156,142
Division I_FCS,Women's Field Hockey,Student-Athlete,Female-White,637,627,588,570,537,533,492,533
Division I_FCS,Women's Field Hockey,Student-Athlete,Male-Other,0,0,0,0,0,0,5,0
